"Reading ID","Post-Compressor (bits)","Pre-Evaporator (bits)","Post-Evaporator (vals)","Pre-Compressor (vals)","Test (vals)","Time (s)"
"169","0","0","3","2","1","33.539"
"170","0","0","13","10","10","33.735"
"171","0","0","32","30","29","33.932"
"172","0","0","26","24","21","34.128"
"173","0","0","0","0","0","34.325"
"174","0","0","32","30","30","34.532"
"175","0","0","0","1","0","34.726"
"176","0","0","30","26","24","34.937"
"177","0","0","29","26","24","35.147"
"178","0","0","4","2","2","35.354"
"179","0","0","18","18","17","35.561"
"180","0","0","25","21","18","35.768"
"181","0","0","20","18","19","35.961"
"182","0","0","5","4","3","36.153"
"183","0","0","36","31","29","36.35"
"184","0","0","29","26","25","36.547"
"185","0","0","18","18","17","36.744"
"186","0","0","32","28","26","36.949"
"187","0","0","2","1","0","37.157"
"188","0","0","29","27","26","37.363"
"189","0","0","3","4","2","37.57"
"190","0","0","29","25","24","37.764"
"191","0","0","4","2","3","37.972"
"192","0","0","25","23","22","38.179"
"193","0","0","18","16","13","38.386"
"194","0","0","11","12","10","38.594"
"195","0","0","36","31","28","38.801"
"196","0","0","1","0","0","39.007"
"197","0","0","31","29","26","39.216"
"198","0","0","0","0","0","39.408"
"199","0","0","21","19","18","39.602"
"200","0","0","0","0","0","39.809"
"201","0","0","33","28","25","40.019"
"202","0","0","0","0","0","40.225"
"203","0","0","29","18","19","40.419"
"204","0","0","8","8","8","40.627"
"205","0","0","4","5","4","40.821"
"206","0","0","34","30","29","41.019"
"207","0","0","29","26","25","41.214"
"208","0","0","13","12","12","41.411"
"209","0","0","1","0","0","41.608"
"210","0","0","1","0","0","41.808"
"211","0","0","5","4","3","42.005"
"212","0","0","36","33","31","42.201"
"213","0","0","28","25","23","42.397"
"214","0","0","28","25","23","42.597"
"215","0","0","0","0","0","42.794"
"216","0","0","1","0","0","42.991"
"217","0","0","10","8","6","43.187"
"218","0","0","31","29","25","43.385"
"219","0","0","30","29","25","43.583"
"220","0","0","19","19","18","43.779"
"221","0","0","0","0","0","43.975"
"222","0","0","5","4","4","44.172"
"223","0","0","35","33","30","44.368"
"224","0","0","29","25","23","44.565"
"225","0","0","5","5","6","44.761"
"226","0","0","0","0","0","44.961"
"227","0","0","10","8","6","45.171"
"228","0","0","35","33","30","45.368"
"229","0","0","28","26","25","45.565"
"230","0","0","3","3","4","45.761"
"231","0","0","0","0","0","45.962"
"232","0","0","4","2","3","46.158"
"233","0","0","5","3","4","46.356"
"234","0","0","25","21","18","46.554"
"235","0","0","33","29","27","46.751"
"236","0","0","19","18","17","46.947"
"237","0","0","10","10","10","47.146"
"238","0","0","1","0","0","47.342"
"239","0","0","7","7","6","47.539"
"240","0","0","35","32","29","47.736"
"241","0","0","29","27","26","47.933"
"242","0","0","22","21","18","48.13"
"243","0","0","11","11","10","48.33"
"244","0","0","0","0","0","48.527"
"245","0","0","0","0","0","48.727"
"246","0","0","2","2","2","48.926"
"247","0","0","15","14","12","49.122"
"248","0","0","31","29","26","49.318"
"249","0","0","24","22","21","49.515"
"250","0","0","23","22","20","49.715"
"251","0","0","5","7","11","49.913"
"252","0","0","2","2","1","50.11"
"253","0","0","5","4","4","50.307"
"254","0","0","34","32","29","50.503"
"255","0","0","28","26","25","50.7"
"256","0","0","0","0","0","50.912"
"257","0","0","14","13","10","51.123"
"258","0","0","29","26","25","51.334"
"259","0","0","4","3","3","51.557"
"260","0","0","28","25","23","51.75"
"261","0","0","4","3","3","51.957"
"262","0","0","26","24","22","52.166"
"263","0","0","18","16","12","52.373"
"264","0","0","0","0","0","52.58"
"265","0","0","33","29","27","52.786"
"266","0","0","3","2","2","52.994"
"267","0","0","32","31","30","53.187"
"268","0","0","1","0","0","53.394"
"269","0","0","29","27","26","53.601"
"270","0","0","6","5","3","53.808"
"271","0","0","28","26","25","54.001"
"272","0","0","2","3","2","54.198"
"273","0","0","8","6","6","54.408"
"274","0","0","31","29","25","54.603"
"275","0","0","29","26","25","54.801"
"276","0","0","5","6","7","54.998"
"277","0","0","0","0","0","55.196"
"278","0","0","5","4","4","55.393"
"279","0","0","14","13","10","55.591"
"280","0","0","29","27","26","55.786"
"281","0","0","24","22","22","55.986"
"282","0","0","22","21","18","56.184"
"283","0","0","4","4","4","56.382"
"284","0","0","29","25","23","56.602"
"285","0","0","0","0","0","56.797"
"286","0","0","0","0","0","56.997"
"287","0","0","4","3","4","57.194"
"288","0","0","18","16","12","57.392"
"289","0","0","36","33","28","57.59"
"290","0","0","29","26","25","57.787"
"291","0","0","20","18","18","57.984"
"292","0","0","17","16","15","58.184"
"293","0","0","0","0","0","58.381"
"294","0","0","3","4","3","58.579"
"295","0","0","10","8","6","58.776"
"296","0","0","31","28","24","58.974"
"297","0","0","31","29","26","59.172"
"298","0","0","29","26","25","59.371"
"299","0","0","29","26","25","59.57"
"300","0","0","24","21","22","59.769"
"301","0","0","7","7","7","59.967"
"302","0","0","0","0","0","60.165"
"303","0","0","3","4","2","60.363"
"304","0","0","5","3","4","60.561"
"305","0","0","20","17","14","60.759"
"306","0","0","31","28","24","60.959"
"307","0","0","15","13","10","61.16"
