"Reading ID","Post-Compressor (bits)","Pre-Evaporator (bits)","Post-Evaporator (vals)","Pre-Compressor (vals)","Test (vals)","Time (s)"
"142","0","0","2","3","3","28.113"
"143","0","0","2","1","0","28.31"
"144","0","0","4","4","3","28.508"
"145","0","0","24","21","18","28.706"
"146","0","0","32","30","29","28.903"
"147","0","0","28","25","23","29.1"
"148","0","0","0","0","0","29.296"
"149","0","0","3","4","3","29.493"
"150","0","0","17","14","13","29.69"
"151","0","0","35","32","29","29.887"
"152","0","0","32","29","27","30.087"
"153","0","0","28","26","25","30.285"
"154","0","0","12","12","12","30.482"
"155","0","0","0","1","1","30.681"
"156","0","0","2","1","0","30.878"
"157","0","0","1","0","0","31.078"
"158","0","0","2","1","0","31.278"
"159","0","0","2","2","1","31.478"
"160","0","0","3","4","2","31.676"
"161","0","0","23","20","17","31.873"
"162","0","0","32","29","27","32.071"
"163","0","0","28","25","23","32.269"
"164","0","0","23","21","19","32.467"
"165","0","0","0","0","0","32.665"
"166","0","0","0","0","0","32.863"
"167","0","0","17","14","13","33.058"
"168","0","0","33","31","29","33.255"
"169","0","0","28","25","23","33.452"
"170","0","0","21","20","18","33.651"
"171","0","0","0","0","0","33.848"
"172","0","0","3","4","2","34.046"
"173","0","0","4","3","4","34.244"
"174","0","0","30","26","24","34.441"
"175","0","0","32","29","27","34.639"
"176","0","0","28","25","23","34.836"
"177","0","0","10","10","10","35.034"
"178","0","0","0","0","0","35.232"
"179","0","0","7","7","8","35.433"
"180","0","0","1","0","0","35.63"
"181","0","0","36","33","30","35.841"
"182","0","0","19","18","17","36.035"
"183","0","0","0","0","0","36.232"
"184","0","0","0","0","0","36.432"
"185","0","0","30","28","25","36.638"
"186","0","0","0","0","0","36.832"
"187","0","0","5","4","4","37.045"
"188","0","0","23","22","21","37.252"
"189","0","0","5","4","3","37.461"
"190","0","0","27","24","20","37.676"
"191","0","0","0","0","0","37.883"
"192","0","0","31","28","24","38.092"
"193","0","0","32","29","27","38.307"
"194","0","0","0","0","0","38.517"
"195","0","0","6","5","4","38.729"
"196","0","0","21","20","18","38.937"
"197","0","0","3","2","2","39.131"
"198","0","0","30","28","25","39.34"
"199","0","0","0","0","0","39.549"
"200","0","0","29","27","26","39.757"
"201","0","0","2","2","1","39.965"
"202","0","0","28","26","25","40.173"
"203","0","0","0","0","0","40.367"
"204","0","0","34","32","29","40.576"
"205","0","0","20","19","20","40.773"
"206","0","0","7","8","7","40.97"
"207","0","0","0","0","0","41.168"
"208","0","0","5","4","3","41.365"
"209","0","0","20","17","15","41.562"
"210","0","0","29","27","26","41.758"
"211","0","0","23","22","21","41.955"
"212","0","0","3","3","4","42.153"
"213","0","0","1","0","0","42.35"
"214","0","0","29","27","26","42.558"
"215","0","0","22","21","20","42.755"
"216","0","0","0","0","0","42.952"
"217","0","0","4","4","3","43.149"
"218","0","0","4","2","3","43.349"
"219","0","0","24","20","17","43.546"
"220","0","0","31","29","26","43.743"
"221","0","0","23","21","18","43.939"
"222","0","0","0","0","0","44.136"
"223","0","0","4","3","4","44.333"
"224","0","0","14","11","9","44.531"
"225","0","0","33","29","25","44.729"
"226","0","0","28","25","23","44.925"
"227","0","0","16","15","16","45.122"
"228","0","0","0","0","0","45.321"
"229","0","0","2","1","0","45.518"
"230","0","0","3","3","3","45.717"
"231","0","0","11","10","8","45.915"
"232","0","0","32","30","29","46.111"
"233","0","0","28","24","23","46.309"
"234","0","0","8","8","7","46.506"
"235","0","0","0","0","0","46.703"
"236","0","0","5","4","3","46.9"
"237","0","0","32","29","26","47.097"
"238","0","0","33","31","30","47.296"
"239","0","0","29","25","23","47.494"
"240","0","0","23","22","21","47.691"
"241","0","0","0","0","0","47.888"
"242","0","0","3","4","3","48.085"
"243","0","0","13","11","10","48.283"
"244","0","0","36","33","29","48.482"
"245","0","0","35","33","30","48.68"
"246","0","0","29","25","23","48.877"
"247","0","0","0","0","0","49.073"
"248","0","0","5","4","4","49.269"
"249","0","0","5","3","3","49.467"
"250","0","0","7","5","3","49.667"
"251","0","0","34","32","29","49.864"
"252","0","0","28","25","23","50.061"
"253","0","0","26","24","21","50.26"
"254","0","0","7","7","7","50.458"
"255","0","0","0","0","0","50.655"
"256","0","0","2","2","1","50.855"
"257","0","0","34","32","29","51.048"
"258","0","0","10","9","8","51.258"
"259","0","0","3","2","2","51.453"
"260","0","0","24","22","21","51.66"
"261","0","0","4","3","3","51.869"
"262","0","0","20","17","14","52.084"
"263","0","0","31","29","26","52.297"
"264","0","0","0","0","0","52.506"
"265","0","0","30","28","25","52.714"
"266","0","0","2","1","0","52.922"
"267","0","0","36","31","29","53.116"
"268","0","0","0","0","0","53.339"
"269","0","0","32","30","29","53.549"
"270","0","0","2","2","2","53.759"
"271","0","0","0","0","0","53.974"
"272","0","0","31","29","27","54.181"
"273","0","0","30","27","25","54.38"
"274","0","0","0","0","0","54.575"
"275","0","0","4","3","4","54.772"
"276","0","0","18","16","13","54.969"
"277","0","0","32","30","29","55.166"
"278","0","0","32","29","27","55.366"
"279","0","0","28","25","23","55.564"
"280","0","0","20","18","18","55.762"
"281","0","0","0","0","0","55.958"
"282","0","0","4","3","4","56.156"
"283","0","0","3","2","1","56.357"
"284","0","0","32","29","27","56.55"
"285","0","0","29","26","25","56.749"
"286","0","0","27","25","22","56.947"
"287","0","0","16","15","15","57.145"
"288","0","0","0","0","0","57.343"
"289","0","0","3","3","3","57.541"
"290","0","0","3","4","2","57.739"
"291","0","0","25","22","20","57.936"
"292","0","0","29","27","26","58.133"
"293","0","0","12","12","12","58.329"
"294","0","0","0","0","0","58.526"
"295","0","0","3","4","3","58.723"
"296","0","0","21","17","15","58.921"
"297","0","0","35","34","31","59.119"
